0.02	5.75E+14
0.03	5.04E+14
0.05	3.62E+14
0.07	2.75E+14
0.1	2.07E+14
0.2	1.20E+14
0.3	8.52E+13
0.5	5.17E+13
0.7	2.96E+13
1	1.46E+13
2	3.77E+12
3	1.71E+12
5	6.44E+11
7	3.37E+11
10	1.67E+11
20	2.53E+10
30	8.11E+09
50	2.19E+09
70	1.04E+09
100	5.32E+08
200	2.26E+08
300	1.61E+08
500	1.11E+08
700	8.78E+07
1000	6.81E+07
